id,name,service_type,address,contact_name,contact_email,phone,tax_id,vendor_status,approved_vendor,created_by,created_at,modified_by,modified_at
eb7364c683b64405b502e5878172f068,Vazquez Landscaping,Landscaping & Outdoor Services,"17256 Johnson Dam Suite 185, New Michelle, FM 82576",John Diaz,sharonwashington@example.com,708-659-7601x85579,099-98-3200,Active,True,U026225,2022-04-11 14:19:47,U146316,2025-04-11 16:44:24
745646dd82f84071b29b05199c471df0,Baker Title Co.,Title & Escrow Services,"1494 Wilson Crossing, South John, ME 95756",Raymond Weber,yreed@example.net,001-323-231-7203x4042,559-66-1408,Active,True,U107473,2021-07-20 13:35:11,U116739,2022-12-24 13:29:13
93f57c82b8254462a8e93ac1217ec212,"Burns, Berry and Wood",Real Estate Appraisers,"Unit 1910 Box 8629, DPO AA 22674",Stacy Perez,ajames@example.org,+1-348-677-4878x181,166-01-8607,Active,True,U146316,2019-01-16 10:44:26,U146316,2021-12-04 13:19:03
a9f891baa6d14cfc9261204ca6ab01f6,"Caldwell, Williams and Scott",Real Estate Appraisers,"709 Jessica Extension Apt. 488, East Charlesburgh, ME 33059",Justin Campos,figueroadestiny@example.com,(314)418-0920x3475,292-25-6535,Active,True,U107473,2019-07-06 20:12:36,U256787,2024-06-10 00:22:57
aa6dec9eeacd4c3d98b0cea9b983e85c,Vega IR Systems,Investor Relations Platforms,"51922 Kelly Port, Brianmouth, IN 02930",Jacqueline Wong,melissawilliams@example.net,628.931.0345,037-06-9369,Active,False,U777572,2020-10-08 22:45:52,U777572,2020-12-28 00:47:51
43249b681b0e4e349f2f8fe123cc2e41,Davis GreenScape,Landscaping & Outdoor Services,"PSC 0035, Box 6507, APO AA 97972",Robert Holmes,mark34@example.com,671.581.0653,394-65-5250,Active,True,U107473,2023-10-17 10:26:12,U107473,2024-07-26 13:47:20
4eff3b9d9f1548fe96d4b632e3eb8be7,Fox Architects,Architecture & Design Firms,"754 Manning Forges Suite 629, Port William, WA 04147",Tina Hall,timothy22@example.com,+1-385-783-3813x044,753-17-1391,Active,True,U116739,2016-01-12 01:50:59,U116739,2019-02-24 09:40:47
52fcab164ca449cf85836907f48dda49,Bass and Sons,Financial & Tax Advisors,"0367 Brian Path Apt. 545, Millerview, VA 14252",Benjamin Gardner,duncanmalik@example.com,001-498-780-8856x43751,052-69-5504,Active,False,U026225,2016-02-18 03:25:06,U026225,2019-01-27 16:12:05
2667b1a2981a43e5b185ad52014af10d,Robbins Capital Advisors,Financial & Tax Advisors,"8230 Daniel Fields Apt. 223, Clarkhaven, NC 12784",Sarah Anderson,jonesshawn@example.org,001-246-895-2008,792-84-7797,Active,False,U116739,2018-12-23 04:25:34,U116739,2019-02-07 16:06:15
c6683beee810472896dd47ff2050196a,Garcia Security Solutions,Security & Surveillance Providers,"03302 Jones Burg Suite 701, Josephton, WV 14652",Timothy Hensley,caroloconnor@example.com,+1-878-565-9523x602,835-86-8477,Active,True,U772246,2022-12-05 23:25:37,U772246,2023-02-24 21:05:22
909c3231d5b34692a02c62cd06a60043,Delgado Property Services,Property Management Firms,"38551 Adams Station Suite 862, Marisaborough, KS 79867",Brendan Jones,gail44@example.net,979-477-0213,317-03-4362,Active,True,U772246,2020-08-06 13:08:35,U026225,2024-08-25 13:28:50
0bbf4a02beea44e58f013fd092c26878,Jackson Engineering,Engineering Services,"842 Savage Cove, Daniellefort, FM 95868",Robert Clark,rallen@example.org,(367)947-6783,227-98-8552,Active,True,U146316,2019-07-06 13:16:30,U146316,2020-06-11 03:34:33
c0b22e766abf4b0cb1084cf83f133613,Palmer Contracting,General Contractors,"62049 Jessica Wells, North Jamesberg, OK 42766",Mary Turner,jonathanhodge@example.org,415.649.5834,292-64-8931,Inactive,True,U107473,2022-05-23 22:28:23,U026225,2024-08-10 23:15:41
0ed36c5fcf0443e6828242f16b709a14,Jennings Escrow Services,Title & Escrow Services,"60427 Yates Walks, Stewartfurt, AK 72978",Phillip Wilkins,kennethfields@example.com,(718)686-7950x862,016-24-7486,Active,False,U772246,2023-11-29 22:38:10,U256787,2024-10-16 04:58:22
6959e14295954269bcfe61211f628b26,Sherman Capital Partners,Investor Relations Platforms,"237 Crystal Drives, New Barry, TX 86536",Donald Kelly,jilledwards@example.com,774-554-1222x3045,219-42-7946,Active,True,U107473,2020-07-02 17:58:36,U107473,2022-11-11 20:16:22
6bf30231a4e84ff9878558951e9f933a,Clarke Analytics Group,Market Research & Analytics,"736 Mendoza Unions, South Michelle, AK 92445",Tamara Nelson,melissa09@example.net,978-681-6994,153-25-5698,Active,True,U107473,2017-03-14 17:53:29,U107473,2020-07-18 00:48:17
a8f9b852e6e349dda24893f1bc7b3bbf,Williams-Martin,Zoning & Permitting Consultants,"1364 Katie Camp, Kimborough, AR 05826",Joshua Mason,vaughancharles@example.com,214.629.9783x49025,417-18-5430,Inactive,True,U107473,2020-02-29 18:08:41,U107473,2021-11-12 11:10:14
bff9180fccc84a9f834d59b9fc82ca8d,Lee Realty,Leasing Brokers & Tenant Reps,"72110 Alexander Junction, South Jamesberg, AK 10009",Jessica Peters,malonedeborah@example.org,001-408-641-4997x50357,081-71-5677,Inactive,True,U777572,2024-08-30 13:14:38,U777572,2024-11-16 17:08:43
8ac656317db9498f9246d6afa3b3a87d,Allen Zoning Group,Zoning & Permitting Consultants,"988 Sarah Ranch, South Chloeland, KY 58175",Erin Valdez,tonyaphillips@example.net,981-219-7593,262-54-6568,Active,False,U772246,2022-08-21 12:46:57,U772246,2022-10-14 22:45:11
c744b98c3a1d463ab09c47329544a9c1,Andrade Construction Management,Construction Managers,"632 Amanda Lights, New Parker, CO 62579",Adam Adams,mfrey@example.net,(902)664-0594x90992,366-03-4416,Active,False,U288389,2022-11-02 05:13:04,U288389,2023-02-17 18:20:44
59e407609ccd4060b767f4266a408c40,Hendricks Construction,General Contractors,"3699 Brown View, East Kristenborough, DC 20719",Kelly Stewart,sherry26@example.net,4009617515,629-37-3115,Active,True,U116739,2016-08-09 04:44:45,U026225,2021-05-08 13:15:37
cca1c46426d54e1bada6a3b030de931c,Phillips and Sons,Engineering Services,"95254 Long Burgs Apt. 056, Watsonport, HI 17996",Heather Lee,louisgallegos@example.net,+1-536-958-1333,191-90-1850,Active,False,U026225,2022-08-17 22:32:29,U288389,2023-10-13 04:18:44
e3267d2f55934c8d967ccc0632f67f51,Garcia Tenant Advisors,Leasing Brokers & Tenant Reps,"2960 Smith Creek, Port Katherine, TN 41045",Robert Mcneil,youngvictoria@example.org,579.714.3359x349,719-79-8953,Active,False,U107473,2021-03-28 17:13:30,U107473,2021-10-03 15:45:47
ccb0a36b9dc04982b41e951543697de3,"Richard, Hopkins and Davidson",Construction Managers,"08454 Shepherd Loaf, West Nicholas, NJ 33693",Meredith Villanueva,torrespaula@example.com,(743)811-5431x60914,210-62-5018,Active,True,U256787,2016-08-04 14:48:04,U256787,2023-02-20 07:09:05
4a6b9240648e408996839b942e2f6295,Yu Data Advisors,Market Research & Analytics,"9628 Kimberly Land, South Cynthia, AL 75510",Brett Dean,chanraven@example.org,001-784-919-3806,792-86-2961,Active,False,U288389,2018-04-28 21:13:59,U288389,2024-03-15 19:14:30
17631fb97af04ea28aa6be315de15cb4,"Thompson, Hamilton and Torres",Engineering Services,"USNV Pena, FPO AE 63507",Natalie Smith,ievans@example.com,644.863.0126,254-81-8485,Active,False,U709570,2016-03-17 05:41:54,U709570,2025-06-20 10:36:13
cca1b2e42c26499a8e3af0474cd4ca12,"Owens, Franklin and Townsend",Legal & Regulatory Counsel,"79600 Christopher Ridges, Jillland, MN 09674",Brittany Hart,awhite@example.org,001-284-916-7313,131-52-1398,Active,False,U146316,2023-10-08 04:14:50,U146316,2024-12-22 22:57:57
440691f0794546b6a0aea1216f5e632e,Wilson Environmental Group,Environmental Consultants,"03162 Decker Trafficway, Lesliehaven, AS 86289",Roy Wolf,lbaker@example.com,740-649-6372x863,398-77-9167,Active,True,U256787,2016-11-08 20:52:28,U256787,2023-07-22 22:09:31
b56b1d98b1594ae999034242ce7c3f2b,Edwards Construction,General Contractors,"141 Anderson Village, East Lance, PW 77697",Angela Washington,claudia97@example.net,282.292.1296,009-84-4525,Active,True,U709570,2023-09-06 08:41:39,U777572,2025-01-28 21:15:47
1c9e6ff2943e4107871303432ac95974,Gomez PLC,Architecture & Design Firms,"65306 Charlene Ramp, Frenchstad, PR 93410",Matthew Pope,brownnicole@example.net,(792)346-6812x36055,218-77-8829,Inactive,True,U772246,2021-05-30 03:51:25,U256787,2022-06-19 11:27:23
39774ba599f54cf8b86ffbe98d6cc635,"Taylor, Garcia and Gallegos",Software Providers,"8267 Watson Green, Escobarview, AK 81155",Dana Smith,reyesmatthew@example.org,558-425-3979x437,760-85-0307,Inactive,False,U709570,2019-06-03 14:20:51,U709570,2022-05-02 04:30:06
9800f24e279c48f4a40924595fbb405e,"White, Sanchez and Reynolds",Security & Surveillance Providers,"590 Tyrone Stream Suite 543, Smithborough, KS 99558",Darryl Hammond,delgadokenneth@example.com,001-297-748-3884x4386,357-95-3885,Active,False,U146316,2020-02-07 05:44:37,U146316,2022-06-25 15:42:42
09316b280f6b4cc3ba044c9c0a604937,Lopez Software Group,Software Providers,"09439 Jenkins Light, Briannaville, MO 73912",Michelle Schmidt,rebecca63@example.com,(982)783-2906,852-59-1712,Active,True,U234053,2020-10-19 08:53:21,U234053,2021-10-21 07:12:03
903648cbda9e4699a7419ca60bca3884,Allen Tax Consulting,Financial & Tax Advisors,"881 Miller Parkways Apt. 829, Wrightville, ND 69822",Mathew Anderson,steven80@example.net,(306)849-2335x136,454-48-9434,Active,False,U288389,2019-05-10 01:04:27,U288389,2021-10-02 16:36:03
cdf987ad905f4bf080e71dd2a2a23211,Hansen Architects,Architecture & Design Firms,"2661 Craig Ways Suite 491, North Todd, MS 75155",Michael Rocha,karenholt@example.net,(869)462-0002,303-78-8942,Active,False,U107473,2021-04-09 09:28:23,U107473,2023-03-02 20:07:55
9d69f1c1381441598c97d466dda26ad5,Sparks CPA Group,Financial & Tax Advisors,"14392 Conner Point, Yodershire, WI 54793",Heather Reeves,joshua86@example.com,001-546-438-3090x1841,570-21-8433,Active,False,U116739,2019-05-03 15:27:59,U116739,2020-09-08 08:27:15
d0d32863fb3c44e6b78cd618dc553f88,Whitaker Contracting,General Contractors,"Unit 2258 Box 7404, DPO AE 90797",Roger Vasquez,richardantonio@example.org,707-542-7380x6804,703-82-9162,Active,False,U116739,2017-01-03 08:42:25,U116739,2019-04-27 07:54:09
14d12271f3524dfaabcfd955e0b63e10,Villegas Counsel,Legal & Regulatory Counsel,"677 Johnson Run Apt. 069, West Amy, GA 49645",Elizabeth Fleming,ehale@example.net,268-573-0847,643-75-9517,Active,False,U777572,2016-03-21 21:40:36,U777572,2021-12-04 10:14:28
28bab65c9a1a414dba145d37c59dd39e,Garza Group,ESG & Sustainability Consultants,"60726 Harvey Drives Apt. 443, Richardville, GU 24699",Elizabeth Jones,bdecker@example.org,3589146209,611-31-5335,Active,False,U146316,2024-04-13 01:28:11,U146316,2025-03-21 10:44:01
9ab3c12e684340bd839bcbd3597ce908,Koch Builders,General Contractors,"65031 Leon Shoal Suite 706, Moodyfort, GU 93556",Nicole Huynh,joesanders@example.com,792-371-7917,072-26-0258,Inactive,True,U777572,2024-06-27 14:30:15,U777572,2025-07-13 15:34:22
279f69a600ee40838fa509a70061ddf5,Gonzalez Sustainability Group,ESG & Sustainability Consultants,"9427 Benjamin Valley Apt. 850, New Tiffany, AZ 87888",Toni Quinn,pnash@example.com,(207)765-3312,185-52-9210,Active,False,U709570,2020-07-27 11:40:35,U709570,2021-01-03 05:46:52
785afde0773f4a1d9e77e57bd1b30171,Adams Builders,General Contractors,"588 Natasha Mall Suite 670, South Russell, ND 54333",Justin Vasquez,paul18@example.net,(483)375-1213,149-30-7562,Inactive,True,U107473,2019-04-24 15:28:43,U107473,2021-10-27 14:01:31
c90445e11f6d4a4692cff529d9fc0e99,Howard Asset Group,Property Management Firms,"Unit 5621 Box 1153, DPO AP 52720",Eric Barnes,katelyn88@example.net,660.393.1757x75209,513-63-9811,Active,True,U116739,2025-03-26 16:41:27,U116739,2025-04-21 14:55:22
17fe4b8b84664d6283637cabe8a482eb,Richardson-Simmons,Property Management Firms,"301 Kayla Glen Apt. 327, New Samuel, GA 91741",David Murray,tnguyen@example.net,001-831-613-7093,572-16-7022,Active,False,U256787,2019-03-25 06:25:18,U256787,2020-03-27 11:42:24
