id,property_id,unit_id,business_name,primary_contact,email,phone,industry,annual_revenue,employee_count,lease_start_date,move_in_reason
63f63cbdad334ed587689e42cb9e546e,d7afc3d42ccf47e08b6f18a05b065e89,7dd58f3cb6cf41d3b9633a42071675f0,"Franklin, Brown and Lopez",Pam Gonzales,jenniferjohnson@bryant.com,7193197171,General Business,25M+,443,2021-08-12,Relocation
e2d4781efd064540be7eaae6fce109a1,f1785adda02b418ab11c2e8be0bddd56,f5de9c19a0bc4f68934966effe9edcf8,"Palmer, Torres and Martin",Lauren Baldwin,yscott@martin-perez.com,+1-484-461-4436,General Business,1M–5M,212,2022-02-28,Expansion
8a4590ec7de74bc4b361a43eacb4b75b,d7afc3d42ccf47e08b6f18a05b065e89,8165b2565a204da7b61f9ddee01eeabf,Vasquez PLC,Megan Sanchez,clarkjoseph@ryan.net,9555242990,General Business,25M+,398,2025-03-24,Relocation
8ab73ea44f6c4ead86c640ff6f30c007,ea2f0fc90e65423498b01b174798b47b,09604711db30462685f04d353bc6698b,"White, Allen and Smith",Joshua Stewart,fbaker@sampson-bird.com,359-957-0463,General Business,1M–5M,443,2024-02-03,Expansion
3b1c4c3556fa4529983066d41d68c614,ea2f0fc90e65423498b01b174798b47b,6608723c07104c46aaa72d15a2317156,Patterson and Sons,Lisa Woods,lisaallen@woods.com,553.402.3463x035,General Business,<1M,475,2021-04-13,Expansion
77e38431f4ce4751a07fe925f1b28f1f,eb4235c3a65c417d981ccea9ad76839b,d5e257c070b64e9b99be0210f16114b3,"Miller, Rodriguez and Alvarez",Carol Scott,theresaroberts@soto.biz,+1-562-374-4363x960,General Business,5M–25M,134,2023-06-15,Expansion
3aab04c7ae6b4387936cf0333c3b5ab9,8f486bc8858a4648b9ca4827ee74ba99,642b8bd2b8ee40a5904efc24ad935582,Price Inc,Phillip White,smithtimothy@moss-brown.org,+1-220-362-8183x4161,General Business,1M–5M,227,2023-04-21,Relocation
354c91f7d68149ffbd1d5a123e226aff,589a3f06b32c446fa8c5b48791248c80,c48a7c2691a84ef7adeaadfa61451c15,Brooks and Sons,Kevin Snyder,larry17@sanchez-archer.com,832.210.8987x2740,General Business,5M–25M,150,2025-04-20,Relocation
f2293d3e27634a769702ec5eea118976,c8cc4a5421fc4a06a9e250a8bb2369ac,042635e90625406bb54dac47f8ed489a,Chavez Group,Kaitlyn Hicks,jessica58@valdez.com,747-341-2148,General Business,5M–25M,364,2021-05-21,Expansion
7f447bb67f274ec89aaeb757874fb3e1,ea2f0fc90e65423498b01b174798b47b,25ddc73ca11d4585bf27fd0b09a6e3da,"Davis, Whitaker and Johnson",Philip Taylor,ucoleman@terry.net,785-624-1909x78066,General Business,1M–5M,137,2021-11-23,Relocation
975515a3e75f4823ba2f4d83cb9aaa48,4f1b05789b854a78b68452d6759bd67f,503f6eb96a2e42779d248b9491bf043e,"Mckinney, Wilson and Cruz",Mark Conner,ygriffin@martin.info,470.475.9155x4148,General Business,<1M,91,2024-07-25,Expansion
6bd76ebecded4ef28d524cf08e49e097,c1ca754d15e2405c8b15f05797349756,4f58803ed0df47d999fd85ea3e515735,Cox-Key,John Schwartz,smitchell@mullins-arnold.biz,(855)570-6312x8091,General Business,1M–5M,442,2022-01-24,Relocation
c5624b3a7bec42c3a08b83e2a5c90213,f9a6e806e0e34f04889e8c74834e2ef2,59fa14acf6284c2786b2cc4046ab03ae,"Dennis, King and Wang",James Daniel,raymondwright@duncan.com,869.765.0776x49230,General Business,25M+,371,2021-06-03,Relocation
db190caa5f574bb393b49778837100ce,a2285cbe4eb9443d8ff64c6927f2bff8,2dfeb4cfde6942f7ab5ca0defd874e9b,"Sutton, Graham and Johnson",Alexis Francis,pbarry@andrade.org,800-685-1513,General Business,25M+,175,2024-08-09,Relocation
6eee436af278466eb4568421ade52865,ec8d76169b9f47968c394937e8575aac,997c046ab3a5482a95ea7884d83b26f9,"Fuller, Andrade and Long",Andrew Williamson,kgraves@martin.com,816.973.6994,General Business,25M+,87,2024-06-27,Expansion
b224143641a9458cbd7a4caa236b2d6e,3d679e29f4e24d7c87a1f5fe767b3354,d9303b5473e54cd3869aa3fc7fbf1bf3,Walker Inc,Raymond Mata,yjimenez@martin-perry.com,4712311265,General Business,25M+,262,2023-10-11,Relocation
69de45bdb0344b4e9afc77745bdea610,0687eadad7804f2bb178e5e8b81c0140,1f01440641b349fbada4bf26389ab6f2,"Chen, Lee and Parker",Garrett Smith,graycaitlin@stokes.net,+1-849-325-0987,General Business,1M–5M,224,2023-08-04,Expansion
b8b0bea1201b4f069b66fb7d5bdce702,8ff9cf5d8f654be4887965fa989ef1a4,221d71715004472d9cff999de51cdcfb,Rivas Ltd,Amy Nelson,sarah12@anderson.net,+1-205-621-1995x359,General Business,5M–25M,425,2020-12-04,Relocation
0444a932f68f4e259bd038c0683672e2,80a91db642c348cf8715bba4ae06654c,2574aedee30749eb95cc84814b114d03,"Douglas, Mejia and West",Michael Long,matthewjackson@cobb.com,001-745-688-2489,General Business,1M–5M,439,2024-01-28,Relocation
a7aa6d7d063a45869a20d88a3101a2c5,57e217c5387d4711815590f353ad5421,dba23624434b4a11a11f678be331c350,Rodriguez-Sharp,Jodi Mcguire,farrellangelica@jensen-choi.biz,538.203.3785,General Business,5M–25M,173,2024-01-03,Relocation
7f1beb67b7074b7bb559ae9c4b38c6f3,a2285cbe4eb9443d8ff64c6927f2bff8,0b31d51dd34d4ab1b48937a6f4f03c97,Barry Group,Lindsey Gibson,sarah70@barber.com,+1-263-539-4029x718,General Business,5M–25M,280,2021-07-20,Expansion
48f6afef47cc446eb1267cc9e573e2c2,ec8d76169b9f47968c394937e8575aac,648b6cb080854811945ed2a2b39cbba8,Oneill-Harvey,Robin Randall,walterramirez@rush.com,377-943-6176x2825,General Business,<1M,75,2025-01-28,Relocation
5cf1ce9189ae4ba0be5116bdba1d08fd,2395b8d0efeb4dffb04d34dbbe0245ae,85fd52dffe774568ae9a4aac97b9400e,Robinson LLC,Gary Russell,stephenramirez@brooks-thomas.com,815-249-5026x6476,General Business,25M+,177,2021-11-15,Expansion
eae002cb73cd4659866b9caef8e0b1fe,2395b8d0efeb4dffb04d34dbbe0245ae,46af6d0c9c8f4736abec0c15c3934841,"Hubbard, Williams and Huffman",Levi Parrish,whitekelly@collins-oconnell.net,934-559-9248,General Business,5M–25M,147,2022-04-16,Expansion
c3da7158f8534794b39bf13ba05cf527,815fcfdfd5ab4a9f9db1938c43fd9f3d,6401cc5500dc4e9bad6e55607aeb5c6a,Johnson-Mcdowell,Michael Branch,betty10@dyer-martinez.net,3222572986,General Business,25M+,305,2024-03-30,Relocation
404ce57cc94d4b898183813f4cb4715d,3d679e29f4e24d7c87a1f5fe767b3354,ba255e60e5e64bf8837de1e574d271ee,"Brown, Lopez and Ramirez",Susan Thompson,jessicaknight@richardson.com,+1-633-526-0936x5968,General Business,<1M,96,2024-04-06,Relocation
376102ec511e4e8badd9cb789604669e,46e535dcbe0e4f4987c3331c6100b45b,a33459e449fa46629247faf6d4ee3bf4,"Hunter, Diaz and Barker",Jacob Andersen,christian81@heath.com,667.617.6137x4170,General Business,1M–5M,160,2022-01-02,Relocation
fe6d5fd7bc99415c80bbc3f39bb017a6,74e9e9a2aeca40c8aebfd5f07e6f9718,62e80653e5ab4fb6b4ed21095d2b8705,Johnson Inc,Elizabeth Miller,fgay@rodriguez.net,001-875-587-8437x68464,General Business,<1M,194,2022-07-21,Relocation
7db2eba9d8504b8a85d1a0ac944ae7cb,b17b65f2c5154ec2b379033c9180ba4b,d4dcfa3bdfbc426facaf560524e1214f,"Barker, Mcgee and Craig",Bryan Thornton,debra42@potter.com,2855951807,General Business,5M–25M,324,2024-04-11,Expansion
686fd57a52e1489188008dca597bfb09,05bc072d112642fea142531f3732d557,5930873ad038436f911f49083dfced0f,Russell and Sons,Tristan Watson,brownbenjamin@collier.com,+1-894-570-3302x234,General Business,25M+,118,2024-02-29,Relocation
6ef0d0011d6e4f64a7e2326fda2c719e,a83b7e8b0fc84a089f9ee52f61a0e51a,15bd24c3e28d4fd5ba5fa77286fe6839,Jensen Ltd,Lisa Cabrera,carrie38@solomon.com,001-904-429-8043x7706,General Business,25M+,237,2025-03-03,Expansion
59fbfc4dd4d84f2da6390895501ea1b0,46e535dcbe0e4f4987c3331c6100b45b,d10ec45d74a14fea943b97d432ba3c9a,"Jackson, Anderson and Oconnell",Selena Larsen,catherine64@lopez.info,+1-341-531-6023x9887,General Business,<1M,341,2025-04-12,Expansion
6e69875ca7f64131899aef434ebe8ce2,589a3f06b32c446fa8c5b48791248c80,ac382ea03e2d4dee892adb0db25a3417,Olson-Diaz,Christopher Cisneros,whurst@gilmore.com,+1-446-254-2925x9173,General Business,5M–25M,87,2023-08-04,Relocation
c6ae9267c22a48dc90ccc93560722f6c,b787cabc72cf4471ab5cf7e7d7220652,3fc7d32f81da41d3a2e3040b7b80768a,"Flynn, Smith and Anderson",John Adams,john61@hodge.com,(272)730-1166x07775,General Business,5M–25M,472,2022-12-05,Expansion
13f4b3a8a417424897b71097bbf5c530,815fcfdfd5ab4a9f9db1938c43fd9f3d,e8b3913cfd6b47b7b183bd0dbd12b7c4,Martin PLC,Kimberly Diaz,warrencharles@gilbert.com,636.726.7761x575,General Business,<1M,251,2024-07-19,Relocation
306fa6f6312048308a7e5cca3eefe43d,3d679e29f4e24d7c87a1f5fe767b3354,ac96f8814e8643d1930e482184c9bf21,Perkins-Bowman,Gregory Garcia,hannahwilliams@stone.com,001-965-551-0356,General Business,5M–25M,436,2021-06-09,Expansion
6f703c4b3c4c46598367ec8df7a29968,b17b65f2c5154ec2b379033c9180ba4b,27ec0ee4a8294fbaa491aee7e3a3ba08,Hill Inc,Victor Berry,rebecca26@figueroa.org,001-703-440-1849x660,General Business,25M+,306,2024-05-27,Expansion
21c10a9aabc042dab290895245e9603b,f8453f7be3734c6e83207fccd77edd75,e96f499b68b5425390123ff65bbe5d0b,Wolfe-Washington,Karen Munoz,jamesparsons@rodriguez-trevino.com,+1-378-473-3713,General Business,<1M,120,2022-08-17,Relocation
b8c7c377346148d6a2c03f98846f4a1c,c1ca754d15e2405c8b15f05797349756,7b54c68886c545c084e93404be6bf325,Garrett Inc,Katherine Peterson,longmary@trujillo.org,001-415-615-7234x686,General Business,25M+,126,2024-05-19,Expansion
73598b20534646919ee94b528797bcf8,fdf47009b4714f9da762c21758271b2b,31c5fe31654348ce9540959088e4b2ef,Williams-Lynn,Sydney Banks,christopher69@lambert.org,+1-620-409-1895x768,General Business,5M–25M,133,2025-01-03,Relocation
e23bdd44ba3e4fb08dfba815e56cd64b,05bc072d112642fea142531f3732d557,8622bd9f28d14191a0771d6161dea0a0,"Williams, Campos and Tanner",Rachel Morgan,stacydrake@rivas.com,(397)925-5587x4990,General Business,5M–25M,309,2024-10-28,Relocation
bf754494435a4762841eefa902f4c243,80a91db642c348cf8715bba4ae06654c,d45ff0376b1e4c5dba99ac3b2c2e7145,Sanchez-Norman,Christopher Harris,gentryerica@rodriguez-maddox.com,8478030467,General Business,25M+,467,2025-04-24,Expansion
751de95afd4441d699dfa73ef3e13af5,589a3f06b32c446fa8c5b48791248c80,bbd26ea220954d14b79a21ef322c7ea5,"Orozco, Russell and Jones",Terry Leonard,bthomas@young.net,001-615-759-9705,General Business,5M–25M,394,2022-10-02,Expansion
08998da01cc64bf6b65fe383c9cc7fb1,3ead7e7aea814dc3ad70aa712ca0982f,1b8a86f3e25442bea89016b6cb2a11af,"Anderson, Harris and Johnson",Sarah Perez,dianajones@mcgee.biz,890.869.2555,General Business,5M–25M,457,2024-09-01,Expansion
ffe39b6ed49640be9f6e2b0aaec696b7,9a1c6750e43242e48993c7bed757ae85,ca3d0fffc26a46ceba922b016b3e9c33,Bailey-Perez,Victoria Foster,iallen@davis.com,+1-285-974-1470x887,General Business,5M–25M,385,2021-08-15,Expansion
7545049af7994cca98d14d862d6116d8,c1ca754d15e2405c8b15f05797349756,eb809b77fdb64724ad86f722005d21e4,Smith and Sons,Isabella Olson,andrewowens@golden-frank.com,+1-952-571-7547x53651,General Business,25M+,137,2023-11-05,Relocation
4e15e7b88ee84e39948c9db8a2423264,05bc072d112642fea142531f3732d557,e5f7037a370a40f1a9b2deb34e6777ef,"Garcia, Carpenter and Rowe",Christy Phillips,uwise@moore.com,001-229-440-0633x863,General Business,1M–5M,66,2021-02-16,Expansion
0fb5bdca6bea43fb8417de2eba8a8b00,a156c194ff164d3c84a2bc48997d9cd3,3f1b88c29b7e4494813c12e6c03e9e45,Johnson LLC,Katherine Jacobson,fmeadows@perez-phillips.com,492-586-1862,General Business,<1M,275,2020-10-01,Relocation
9fcec47516654870bc62e651045ca353,80a91db642c348cf8715bba4ae06654c,64bc463507504798a68d39d9d7a994ab,Campbell-Guerra,Christopher Crawford,timothy12@robinson-parrish.com,788.877.5847x86766,General Business,1M–5M,261,2025-01-15,Expansion
f1862ce9373d4e93995d020243c67184,92ec19044db842d68770982ae8f1804c,23f6f59859ca4a1393f9cf4ce0db5d2e,Lopez Group,Sarah Shepherd,uwilliams@herman-wilson.com,933-425-9794x7531,General Business,25M+,496,2022-02-03,Expansion
7a9bbc8db085447da887d23b6682777a,c07a607a5f0d4e34877c338e5c207a95,76a7820004f34c949b9c427f263715f5,Moore and Sons,Deanna Lloyd,josephnichols@cooper.info,(234)291-8786,General Business,1M–5M,337,2023-10-22,Relocation
0aa45b4dd04c42239b84d24a79f580bd,ab97adf4517f4a39a1c91c19ab1367fe,3791c49cb414436c972c9046cb459a29,Smith-Maddox,Regina Rose,andersondonald@smith.com,729.623.8719,General Business,25M+,210,2023-03-09,Expansion
a13fa6e14cc24e0089676c79fefc47ea,d7afc3d42ccf47e08b6f18a05b065e89,252b621492b844dcbd4a837a1f8e77fd,Beasley Group,Wendy Bullock,sandramontoya@herrera.com,+1-981-262-1668x115,General Business,5M–25M,329,2023-10-25,Relocation
6e0e75b8ccbb439d9646b03b1f382f53,d2487532722d440ca9398034ae92ec04,a01afe206b614eb8b756e8a346275656,Yu-Craig,Joshua Shaw,williamsongeorge@ramos.com,+1-954-461-9644x7503,General Business,25M+,148,2021-12-28,Expansion
592268ea4ed1455db36208af63e18ae6,47a0f02e52994751a3ca3ab530a1290f,bff3ab1093c14df8acd5d1986d5c3b3c,Rodgers-Scott,John Davis,brittanyduncan@schultz.com,(537)239-8950x9458,General Business,5M–25M,165,2024-01-07,Relocation
74eb712b57db4fbd860828f720d1ec06,770ad6e9012d4010b2a18344f718c7e0,a9b05ac4ab21460f896459bbfb325172,"Garcia, Haynes and Garcia",Erica Martinez,yperry@reynolds.biz,944.227.5710x07857,General Business,1M–5M,403,2021-05-27,Relocation
c5e251ed50124a3a96c8ad206ddfe6a5,4048c193d3314cbb93aba057f43797fa,7822cb18f5054e2cac4a907f74a9382f,Dunn and Sons,Timothy Harris,alisha30@coleman.com,505-470-0366x8399,General Business,25M+,228,2023-12-23,Relocation
e826ce74c5ed42aebf9086a3a990c12c,e7660be5536c4e47a8a022f0bd2edb59,cbf4e1562ef94399b1ce0105a8fcf79d,Harmon PLC,Summer Brooks,pgarcia@owens-taylor.com,+1-254-568-8430x1363,General Business,<1M,343,2020-12-14,Relocation
4ef566ad5ddd44539259439b8aefa12e,ea2f0fc90e65423498b01b174798b47b,81165db39322404292cce073c3d91a77,Chapman-Young,Jonathan Brown,christinenewton@jenkins.com,691.442.5358,General Business,5M–25M,445,2021-02-10,Expansion
08e8918fa7044de1813c8fc9ca37ca11,a2285cbe4eb9443d8ff64c6927f2bff8,567b09ce462a42c783225ceff3e0d80d,Gardner PLC,Jennifer Collins,debragreen@acosta.com,+1-510-336-9508x3991,General Business,<1M,197,2022-05-21,Expansion
5b9cfb4b557a4d36a69c43aab71cac6d,57e217c5387d4711815590f353ad5421,11392af97a534785955e6e084172d547,Campbell Group,Frank Lowery,grahamshawn@perez-lara.com,(574)679-7036,General Business,25M+,385,2021-08-15,Relocation
fef6e1b695734501a86ea40dbc8f83b2,ea2f0fc90e65423498b01b174798b47b,e9f669f5c89e45d3b08bf29206377308,Farmer and Sons,William Cross,jennifersilva@werner.com,(639)536-3343x7224,General Business,1M–5M,153,2024-04-30,Relocation
526b1e0c13f34015853bde244d00cd37,92ec19044db842d68770982ae8f1804c,3c73a4e3595a42cca8d8b7a966f5f791,"Johnson, Lopez and Ray",Felicia Davis,bmiller@patterson.com,8285550399,General Business,1M–5M,105,2024-04-07,Expansion
8d2e24848dfa4d30bf99b31b05ca50bc,fdf47009b4714f9da762c21758271b2b,54c54469dfe149c294deee6bfa82b0f0,"Mccullough, King and Whitaker",Lance Cannon,gsmith@fernandez.com,794-677-8166,General Business,<1M,392,2021-01-26,Expansion
b6e6326b9d934f349b232b2d3c3cadf3,a97f0ac689624571bda25f67f1ba8129,31df0bfebbc744e780f0c1604b3baae3,Dunn and Sons,Cameron Benson,frostjames@nguyen.com,001-297-509-3157x000,General Business,<1M,101,2021-06-13,Relocation
6bb5e4432ce1459daf61c7c477f04230,c07a607a5f0d4e34877c338e5c207a95,ca22e47282224f029c5ce8f63846291a,Smith-Schmidt,Nicholas Banks,heathergolden@adkins.com,4455366944,General Business,25M+,101,2022-02-28,Expansion
8b073e4f567b430db42cd2d718ace21b,b17b65f2c5154ec2b379033c9180ba4b,c8acb0da63fe45fa8fc909bbb3e4639c,"Hunt, Rodriguez and Rodriguez",Joshua Pham,ebarker@fry-blake.com,+1-694-217-9949x0231,General Business,1M–5M,258,2020-11-11,Relocation
c929a378b94d469dac573d633720f74b,589a3f06b32c446fa8c5b48791248c80,caeabb0880a24137868f86e6bbdb5f38,Williams-Franco,Mr. Matthew Young DVM,hspencer@freeman-mayer.com,(327)558-7852x67937,General Business,1M–5M,437,2022-08-19,Relocation
eca2d005e3254dbab990b3c413d86e57,8ae5f2dcfd0b48c985ce63f89565692d,7d8df8b2b931441da9d19f19cc45af73,Franklin LLC,Dan Huff,jonesamber@gonzalez-phillips.org,(841)679-5352,General Business,5M–25M,380,2021-10-19,Expansion
9bd93c025d93419faca20d2b7b5b3716,5924eaa726a84810bf924defa86d1b07,ed22d858605c4a5da703734f7990b2e9,Alexander-Lindsey,Jennifer Charles,kylephillips@jimenez.com,879.451.9707,General Business,1M–5M,323,2021-02-27,Expansion
2fc1d6ed9a794eb4b40100c0eb35c4c3,b787cabc72cf4471ab5cf7e7d7220652,298cb22e33194779919f3e7418ba8771,"Allison, Burch and Turner",Juan Herman,emily20@harper.biz,203-264-8180x07965,General Business,25M+,478,2022-03-21,Expansion
e65176b32fa548e18d8cc764652dd108,57e217c5387d4711815590f353ad5421,d2d4644719254edf8684ce4bd865232d,"Fischer, Schaefer and Tucker",Wendy Wilkinson,thomaslisa@ramirez.com,892-884-7929x2023,General Business,25M+,453,2022-02-06,Relocation
aafe5a810a8c46ec800cfa9e9a9e4ed8,274d6a082abc4de091a10bc562745591,0caa78636a8f46d199df579dc8c491d3,Jackson-Wu,Natasha Elliott,joneslori@white-webb.com,431.438.5154,General Business,5M–25M,498,2024-11-19,Expansion
e3bca1c765d048098182e40a584d8d20,fcd7c1f4bc7a4989bcbf95f233d6372e,b97d889e76574a6582d41b422d560764,"White, Cooper and Castro",Sydney Clark,christopher32@smith.org,549.611.2838x5604,General Business,5M–25M,340,2024-07-14,Expansion
aa0b11b3c592408c99178a8e85363dde,8ff9cf5d8f654be4887965fa989ef1a4,09a783dbe24f4ce5b352950d5c13899c,Bauer and Sons,Sarah Preston,chelseamartin@wilson.com,860-239-5885x8070,General Business,5M–25M,282,2025-03-23,Relocation
7284cc63a7b14b298158492d55e91d50,92ec19044db842d68770982ae8f1804c,319c11266a834333904db69c7d0692c1,"Henry, Smith and Martin",Rebecca Holt,beth13@jordan.com,+1-538-723-3951x4222,General Business,25M+,189,2022-07-01,Expansion
1836aba35ca44b77913e49072fe1cc9e,ea2f0fc90e65423498b01b174798b47b,7a0bc8e2bbdb4c3687ec71c1fcc831f7,Lucas LLC,Thomas Barrett,vrodriguez@young-hopkins.info,+1-402-967-6937x6980,General Business,5M–25M,133,2022-09-10,Relocation
198f9a12b37f4ff7b9ae0c460480dce0,c07a607a5f0d4e34877c338e5c207a95,d871569d176142c98695eb353059818d,"Owens, Marshall and Wagner",Maria Riley,aguilarbrandon@harris.com,+1-508-511-0799x441,General Business,1M–5M,57,2023-12-13,Relocation
4346f4f700444e6f9deeed84a474e4bf,c07a607a5f0d4e34877c338e5c207a95,c7f46fe5354a4ca88d4792dc5992cbea,Cruz-Hill,Joseph Swanson,robinsonstephanie@cross-flores.com,001-702-686-1479,General Business,1M–5M,139,2022-01-07,Relocation
2e11d0495e91457d9e445694f81d51a7,46e535dcbe0e4f4987c3331c6100b45b,fb8feb8c185a40c489b48ace1b394e51,Smith-Patel,Kelly Cabrera,sharonobrien@thompson.com,001-774-493-2312x662,General Business,5M–25M,94,2024-07-18,Relocation
d336125d2c9f4a639dae2e49a8d55047,0555e6ee4a5c47378c7899f0434c49c2,97cc283e93bc42ea942b982a0c116eab,"Ball, Reid and White",David Johns,courtney61@miles.com,976.544.1671,General Business,1M–5M,121,2023-12-07,Relocation
c5e7e437f32f48659a2dfb901405ddf2,815fcfdfd5ab4a9f9db1938c43fd9f3d,d6dc36af1fec4fec9ea32ecf6f177106,Lee-Roberts,Allison Burgess,owensrachel@pollard-krause.net,666.379.4755,General Business,1M–5M,53,2023-11-18,Relocation
